date,department,task,task_count
2024-12-10,Housekeeping,Linen Change,3
2024-12-10,Housekeeping,Supply Restock,3
2024-12-10,Housekeeping,Maintenance Report,9
2024-12-10,Food & Beverage,Room Service Orders,3
2024-12-10,Food & Beverage,Buffet Service,1
2024-12-10,Food & Beverage,Table Service,11
2024-12-10,Food & Beverage,Inventory Check,10
2024-12-10,Maintenance,Fix Requests,21
2024-12-10,Maintenance,Safety Checks,3
2024-12-10,Maintenance,Equipment Maintenance,16
2024-12-10,Management,Staff Meetings,27
2024-12-10,Management,Report Preparation,4
2024-12-10,Management,Customer Feedback Review,21
2024-12-11,Front Desk,Check-ins,8
2024-12-11,Front Desk,Check-outs,14
2024-12-11,Front Desk,Phone Calls,26
2024-12-11,Front Desk,Guest Inquiries,3
2024-12-11,Front Desk,Complaints,15
2024-12-11,Housekeeping,Room Cleaning,19
2024-12-11,Housekeeping,Linen Change,5
2024-12-11,Housekeeping,Supply Restock,18
2024-12-11,Housekeeping,Maintenance Report,4
2024-12-11,Food & Beverage,Room Service Orders,20
2024-12-11,Food & Beverage,Buffet Service,6
2024-12-11,Food & Beverage,Table Service,9
2024-12-11,Food & Beverage,Inventory Check,10
2024-12-11,Maintenance,Fix Requests,9
2024-12-11,Maintenance,Safety Checks,12
2024-12-11,Maintenance,Equipment Maintenance,6
2024-12-11,Management,Staff Meetings,19
2024-12-11,Management,Report Preparation,7
2024-12-11,Management,Customer Feedback Review,8
2024-12-12,Front Desk,Check-ins,1
2024-12-12,Front Desk,Check-outs,15
2024-12-12,Front Desk,Phone Calls,22
2024-12-12,Front Desk,Guest Inquiries,16
2024-12-12,Front Desk,Complaints,10
2024-12-12,Housekeeping,Room Cleaning,21
2024-12-12,Housekeeping,Linen Change,8
2024-12-12,Housekeeping,Supply Restock,4
2024-12-12,Housekeeping,Maintenance Report,7
2024-12-12,Food & Beverage,Room Service Orders,4
2024-12-12,Food & Beverage,Buffet Service,16
2024-12-12,Food & Beverage,Table Service,18
2024-12-12,Food & Beverage,Inventory Check,7
2024-12-12,Maintenance,Fix Requests,19
2024-12-12,Maintenance,Safety Checks,10
2024-12-12,Maintenance,Equipment Maintenance,3
2024-12-12,Management,Staff Meetings,7
2024-12-12,Management,Report Preparation,14
2024-12-12,Management,Customer Feedback Review,14
2024-12-13,Front Desk,Check-ins,17
2024-12-13,Front Desk,Check-outs,13
2024-12-13,Front Desk,Phone Calls,15
2024-12-13,Front Desk,Guest Inquiries,7
2024-12-13,Front Desk,Complaints,4
2024-12-13,Housekeeping,Room Cleaning,1
2024-12-13,Housekeeping,Linen Change,13
2024-12-13,Housekeeping,Supply Restock,4
2024-12-13,Housekeeping,Maintenance Report,10
2024-12-13,Food & Beverage,Room Service Orders,11
2024-12-13,Food & Beverage,Buffet Service,16
2024-12-13,Food & Beverage,Table Service,5
2024-12-13,Food & Beverage,Inventory Check,10
2024-12-13,Maintenance,Fix Requests,12
2024-12-13,Maintenance,Safety Checks,8
2024-12-13,Maintenance,Equipment Maintenance,6
2024-12-13,Management,Staff Meetings,9
2024-12-13,Management,Report Preparation,8
2024-12-13,Management,Customer Feedback Review,9
2024-12-14,Front Desk,Check-ins,15
2024-12-14,Front Desk,Check-outs,17
2024-12-14,Front Desk,Phone Calls,13
2024-12-14,Front Desk,Guest Inquiries,13
2024-12-14,Front Desk,Complaints,13
2024-12-14,Housekeeping,Room Cleaning,17
2024-12-14,Housekeeping,Linen Change,5
2024-12-14,Housekeeping,Supply Restock,12
2024-12-14,Housekeeping,Maintenance Report,12
2024-12-14,Food & Beverage,Room Service Orders,6
2024-12-14,Food & Beverage,Buffet Service,9
2024-12-14,Food & Beverage,Table Service,7
2024-12-14,Food & Beverage,Inventory Check,15
2024-12-14,Maintenance,Fix Requests,8
2024-12-14,Maintenance,Safety Checks,12
2024-12-14,Maintenance,Equipment Maintenance,8
2024-12-14,Management,Staff Meetings,5
2024-12-14,Management,Report Preparation,16
2024-12-14,Management,Customer Feedback Review,5
2024-12-15,Front Desk,Check-ins,15
2024-12-15,Front Desk,Check-outs,10
2024-12-15,Front Desk,Phone Calls,22
2024-12-15,Front Desk,Guest Inquiries,11
2024-12-15,Front Desk,Complaints,18
2024-12-15,Housekeeping,Room Cleaning,7
2024-12-15,Housekeeping,Linen Change,2
2024-12-15,Housekeeping,Supply Restock,3
2024-12-15,Housekeeping,Maintenance Report,17
2024-12-15,Food & Beverage,Room Service Orders,3
2024-12-15,Food & Beverage,Buffet Service,8
2024-12-15,Food & Beverage,Table Service,11
2024-12-15,Food & Beverage,Inventory Check,15
2024-12-15,Maintenance,Fix Requests,13
2024-12-15,Maintenance,Safety Checks,6
2024-12-15,Maintenance,Equipment Maintenance,5
2024-12-15,Management,Staff Meetings,14
2024-12-15,Management,Report Preparation,17
2024-12-15,Management,Customer Feedback Review,2
2024-12-16,Front Desk,Check-ins,4
2024-12-16,Front Desk,Check-outs,15
2024-12-16,Front Desk,Phone Calls,2
2024-12-16,Front Desk,Guest Inquiries,6
2024-12-16,Front Desk,Complaints,6
2024-12-16,Housekeeping,Room Cleaning,6
2024-12-16,Housekeeping,Linen Change,1
2024-12-16,Housekeeping,Supply Restock,17
2024-12-16,Housekeeping,Maintenance Report,16
2024-12-16,Food & Beverage,Room Service Orders,14
2024-12-16,Food & Beverage,Buffet Service,9
2024-12-16,Food & Beverage,Table Service,9
2024-12-16,Food & Beverage,Inventory Check,14
2024-12-16,Maintenance,Fix Requests,17
2024-12-16,Maintenance,Safety Checks,9
2024-12-16,Maintenance,Equipment Maintenance,13
2024-12-16,Management,Staff Meetings,13
2024-12-16,Management,Report Preparation,8
2024-12-16,Management,Customer Feedback Review,20
2024-12-17,Front Desk,Check-ins,12
2024-12-17,Front Desk,Check-outs,19
2024-12-17,Front Desk,Phone Calls,12
2024-12-17,Front Desk,Guest Inquiries,8
2024-12-17,Front Desk,Complaints,12
2024-12-17,Housekeeping,Room Cleaning,21
2024-12-17,Housekeeping,Linen Change,9
2024-12-17,Housekeeping,Supply Restock,15
2024-12-17,Housekeeping,Maintenance Report,11
2024-12-17,Food & Beverage,Room Service Orders,4
2024-12-17,Food & Beverage,Buffet Service,5
2024-12-17,Food & Beverage,Table Service,19
2024-12-17,Food & Beverage,Inventory Check,15
2024-12-17,Maintenance,Fix Requests,22
2024-12-17,Maintenance,Safety Checks,8
2024-12-17,Maintenance,Equipment Maintenance,12
2024-12-17,Management,Staff Meetings,8
2024-12-17,Management,Report Preparation,4
2024-12-17,Management,Customer Feedback Review,17
2024-12-18,Front Desk,Check-ins,15
2024-12-18,Front Desk,Check-outs,13
2024-12-18,Front Desk,Phone Calls,4
2024-12-18,Front Desk,Guest Inquiries,15
2024-12-18,Front Desk,Complaints,11
2024-12-18,Housekeeping,Room Cleaning,8
2024-12-18,Housekeeping,Linen Change,4
2024-12-18,Housekeeping,Supply Restock,8
2024-12-18,Housekeeping,Maintenance Report,15
2024-12-18,Food & Beverage,Room Service Orders,13
2024-12-18,Food & Beverage,Buffet Service,19
2024-12-18,Food & Beverage,Table Service,10
2024-12-18,Food & Beverage,Inventory Check,13
2024-12-18,Maintenance,Fix Requests,7
2024-12-18,Maintenance,Safety Checks,2
2024-12-18,Maintenance,Equipment Maintenance,8
2024-12-18,Management,Staff Meetings,17
2024-12-18,Management,Report Preparation,5
2024-12-18,Management,Customer Feedback Review,15
2024-12-19,Front Desk,Check-ins,8
2024-12-19,Front Desk,Check-outs,2
2024-12-19,Front Desk,Phone Calls,10
2024-12-19,Front Desk,Guest Inquiries,13
2024-12-19,Front Desk,Complaints,7
2024-12-19,Housekeeping,Room Cleaning,10
2024-12-19,Housekeeping,Linen Change,15
2024-12-19,Housekeeping,Supply Restock,12
2024-12-19,Housekeeping,Maintenance Report,9
2024-12-19,Food & Beverage,Room Service Orders,18
2024-12-19,Food & Beverage,Buffet Service,12
2024-12-19,Food & Beverage,Table Service,9
2024-12-19,Food & Beverage,Inventory Check,9
2024-12-19,Maintenance,Fix Requests,6
2024-12-19,Maintenance,Safety Checks,12
2024-12-19,Maintenance,Equipment Maintenance,15
2024-12-19,Management,Staff Meetings,4
2024-12-19,Management,Report Preparation,1
2024-12-19,Management,Customer Feedback Review,8
2024-12-20,Front Desk,Check-ins,2
2024-12-20,Front Desk,Check-outs,9
2024-12-20,Front Desk,Phone Calls,8
2024-12-20,Front Desk,Guest Inquiries,4
2024-12-20,Front Desk,Complaints,6
2024-12-20,Housekeeping,Room Cleaning,17
2024-12-20,Housekeeping,Linen Change,25
2024-12-20,Housekeeping,Supply Restock,8
2024-12-20,Housekeeping,Maintenance Report,24
2024-12-20,Food & Beverage,Room Service Orders,18
2024-12-20,Food & Beverage,Buffet Service,13
2024-12-20,Food & Beverage,Table Service,11
2024-12-20,Food & Beverage,Inventory Check,13
2024-12-20,Maintenance,Fix Requests,10
2024-12-20,Maintenance,Safety Checks,13
2024-12-20,Maintenance,Equipment Maintenance,4
2024-12-20,Management,Staff Meetings,8
2024-12-20,Management,Report Preparation,19
2024-12-20,Management,Customer Feedback Review,9
2024-12-21,Front Desk,Check-ins,7
2024-12-21,Front Desk,Check-outs,19
2024-12-21,Front Desk,Phone Calls,12
2024-12-21,Front Desk,Guest Inquiries,8
2024-12-21,Front Desk,Complaints,7
2024-12-21,Housekeeping,Room Cleaning,2
2024-12-21,Housekeeping,Linen Change,5
2024-12-21,Housekeeping,Supply Restock,10
2024-12-21,Housekeeping,Maintenance Report,12
2024-12-21,Food & Beverage,Room Service Orders,3
2024-12-21,Food & Beverage,Buffet Service,1
2024-12-21,Food & Beverage,Table Service,3
2024-12-21,Food & Beverage,Inventory Check,15
2024-12-21,Maintenance,Fix Requests,11
2024-12-21,Maintenance,Safety Checks,12
2024-12-21,Maintenance,Equipment Maintenance,4
2024-12-21,Management,Staff Meetings,6
2024-12-21,Management,Report Preparation,12
2024-12-21,Management,Customer Feedback Review,15
2024-12-22,Front Desk,Check-ins,8
2024-12-22,Front Desk,Check-outs,6
2024-12-22,Front Desk,Phone Calls,15
2024-12-22,Front Desk,Guest Inquiries,16
2024-12-22,Front Desk,Complaints,13
2024-12-22,Housekeeping,Room Cleaning,6
2024-12-22,Housekeeping,Linen Change,16
2024-12-22,Housekeeping,Supply Restock,13
2024-12-22,Housekeeping,Maintenance Report,5
2024-12-22,Food & Beverage,Room Service Orders,6
2024-12-22,Food & Beverage,Buffet Service,7
2024-12-22,Food & Beverage,Table Service,4
2024-12-22,Food & Beverage,Inventory Check,11
2024-12-22,Maintenance,Fix Requests,11
2024-12-22,Maintenance,Safety Checks,12
2024-12-22,Maintenance,Equipment Maintenance,9
2024-12-22,Management,Staff Meetings,5
2024-12-22,Management,Report Preparation,20
2024-12-22,Management,Customer Feedback Review,1
2024-12-23,Front Desk,Check-ins,15
2024-12-23,Front Desk,Check-outs,17
2024-12-23,Front Desk,Phone Calls,11
2024-12-23,Front Desk,Guest Inquiries,14
2024-12-23,Front Desk,Complaints,12
2024-12-23,Housekeeping,Room Cleaning,4
2024-12-23,Housekeeping,Linen Change,13
2024-12-23,Housekeeping,Supply Restock,11
2024-12-23,Housekeeping,Maintenance Report,16
2024-12-23,Food & Beverage,Room Service Orders,12
2024-12-23,Food & Beverage,Buffet Service,17
2024-12-23,Food & Beverage,Table Service,8
2024-12-23,Food & Beverage,Inventory Check,6
2024-12-23,Maintenance,Fix Requests,8
2024-12-23,Maintenance,Safety Checks,7
2024-12-23,Maintenance,Equipment Maintenance,17
2024-12-23,Management,Staff Meetings,0
2024-12-23,Management,Report Preparation,14
2024-12-23,Management,Customer Feedback Review,11
2024-12-24,Front Desk,Check-ins,13
2024-12-24,Front Desk,Check-outs,17
2024-12-24,Front Desk,Phone Calls,2
2024-12-24,Front Desk,Guest Inquiries,16
2024-12-24,Front Desk,Complaints,9
2024-12-24,Housekeeping,Room Cleaning,19
2024-12-24,Housekeeping,Linen Change,4
2024-12-24,Housekeeping,Supply Restock,6
2024-12-24,Housekeeping,Maintenance Report,6
2024-12-24,Food & Beverage,Room Service Orders,5
2024-12-24,Food & Beverage,Buffet Service,1
2024-12-24,Food & Beverage,Table Service,16
2024-12-24,Food & Beverage,Inventory Check,7
2024-12-24,Maintenance,Fix Requests,13
2024-12-24,Maintenance,Safety Checks,4
2024-12-24,Maintenance,Equipment Maintenance,20
2024-12-24,Management,Staff Meetings,7
2024-12-24,Management,Report Preparation,14
2024-12-24,Management,Customer Feedback Review,13
2024-12-25,Front Desk,Check-ins,1
2024-12-25,Front Desk,Check-outs,18
2024-12-25,Front Desk,Phone Calls,17
2024-12-25,Front Desk,Guest Inquiries,11
2024-12-25,Front Desk,Complaints,4
2024-12-25,Housekeeping,Room Cleaning,20
2024-12-25,Housekeeping,Linen Change,0
2024-12-25,Housekeeping,Supply Restock,13
2024-12-25,Housekeeping,Maintenance Report,15
2024-12-25,Food & Beverage,Room Service Orders,16
2024-12-25,Food & Beverage,Buffet Service,5
2024-12-25,Food & Beverage,Table Service,5
2024-12-25,Food & Beverage,Inventory Check,11
2024-12-25,Maintenance,Fix Requests,23
2024-12-25,Maintenance,Safety Checks,18
2024-12-25,Maintenance,Equipment Maintenance,1
2024-12-25,Management,Staff Meetings,4
2024-12-25,Management,Report Preparation,10
2024-12-25,Management,Customer Feedback Review,17
2024-12-26,Front Desk,Check-ins,9
2024-12-26,Front Desk,Check-outs,19
2024-12-26,Front Desk,Phone Calls,25
2024-12-26,Front Desk,Guest Inquiries,13
2024-12-26,Front Desk,Complaints,11
2024-12-26,Housekeeping,Room Cleaning,8
2024-12-26,Housekeeping,Linen Change,11
2024-12-26,Housekeeping,Supply Restock,5
2024-12-26,Housekeeping,Maintenance Report,9
2024-12-26,Food & Beverage,Room Service Orders,8
2024-12-26,Food & Beverage,Buffet Service,14
2024-12-26,Food & Beverage,Table Service,10
2024-12-26,Food & Beverage,Inventory Check,7
2024-12-26,Maintenance,Fix Requests,14
2024-12-26,Maintenance,Safety Checks,15
2024-12-26,Maintenance,Equipment Maintenance,1
2024-12-26,Management,Staff Meetings,14
2024-12-26,Management,Report Preparation,6
2024-12-26,Management,Customer Feedback Review,4
2024-12-27,Front Desk,Check-ins,13
2024-12-27,Front Desk,Check-outs,21
2024-12-27,Front Desk,Phone Calls,7
2024-12-27,Front Desk,Guest Inquiries,23
2024-12-27,Front Desk,Complaints,15
2024-12-27,Housekeeping,Room Cleaning,12
2024-12-27,Housekeeping,Linen Change,26
2024-12-27,Housekeeping,Supply Restock,4
2024-12-27,Housekeeping,Maintenance Report,8
2024-12-27,Food & Beverage,Room Service Orders,12
2024-12-27,Food & Beverage,Buffet Service,15
2024-12-27,Food & Beverage,Table Service,11
2024-12-27,Food & Beverage,Inventory Check,13
2024-12-27,Maintenance,Fix Requests,15
2024-12-27,Maintenance,Safety Checks,3
2024-12-27,Maintenance,Equipment Maintenance,10
2024-12-27,Management,Staff Meetings,21
2024-12-27,Management,Report Preparation,8
2024-12-27,Management,Customer Feedback Review,17
2024-12-28,Front Desk,Check-ins,9
2024-12-28,Front Desk,Check-outs,12
2024-12-28,Front Desk,Phone Calls,5
2024-12-28,Front Desk,Guest Inquiries,15
2024-12-28,Front Desk,Complaints,3
2024-12-28,Housekeeping,Room Cleaning,21
2024-12-28,Housekeeping,Linen Change,11
2024-12-28,Housekeeping,Supply Restock,8
2024-12-28,Housekeeping,Maintenance Report,7
2024-12-28,Food & Beverage,Room Service Orders,17
2024-12-28,Food & Beverage,Buffet Service,6
2024-12-28,Food & Beverage,Table Service,21
2024-12-28,Food & Beverage,Inventory Check,4
2024-12-28,Maintenance,Fix Requests,3
2024-12-28,Maintenance,Safety Checks,4
2024-12-28,Maintenance,Equipment Maintenance,2
2024-12-28,Management,Staff Meetings,10
2024-12-28,Management,Report Preparation,5
2024-12-28,Management,Customer Feedback Review,7
2024-12-29,Front Desk,Check-ins,10
2024-12-29,Front Desk,Check-outs,5
2024-12-29,Front Desk,Phone Calls,18
2024-12-29,Front Desk,Guest Inquiries,16
2024-12-29,Front Desk,Complaints,5
2024-12-29,Housekeeping,Room Cleaning,7
2024-12-29,Housekeeping,Linen Change,10
2024-12-29,Housekeeping,Supply Restock,22
2024-12-29,Housekeeping,Maintenance Report,11
2024-12-29,Food & Beverage,Room Service Orders,14
2024-12-29,Food & Beverage,Buffet Service,5
2024-12-29,Food & Beverage,Table Service,20
2024-12-29,Food & Beverage,Inventory Check,6
2024-12-29,Maintenance,Fix Requests,20
2024-12-29,Maintenance,Safety Checks,1
2024-12-29,Maintenance,Equipment Maintenance,3
2024-12-29,Management,Staff Meetings,3
2024-12-29,Management,Report Preparation,24
2024-12-29,Management,Customer Feedback Review,14
2024-12-30,Front Desk,Check-ins,4
2024-12-30,Front Desk,Check-outs,5
2024-12-30,Front Desk,Phone Calls,10
2024-12-30,Front Desk,Guest Inquiries,5
2024-12-30,Front Desk,Complaints,15
2024-12-30,Housekeeping,Room Cleaning,12
2024-12-30,Housekeeping,Linen Change,21
2024-12-30,Housekeeping,Supply Restock,18
2024-12-30,Housekeeping,Maintenance Report,19
2024-12-30,Food & Beverage,Room Service Orders,12
2024-12-30,Food & Beverage,Buffet Service,4
2024-12-30,Food & Beverage,Table Service,2
2024-12-30,Food & Beverage,Inventory Check,15
2024-12-30,Maintenance,Fix Requests,7
2024-12-30,Maintenance,Safety Checks,6
2024-12-30,Maintenance,Equipment Maintenance,27
2024-12-30,Management,Staff Meetings,17
2024-12-30,Management,Report Preparation,9
2024-12-30,Management,Customer Feedback Review,10
2024-12-31,Front Desk,Check-ins,18
2024-12-31,Front Desk,Check-outs,17
2024-12-31,Front Desk,Phone Calls,5
2024-12-31,Front Desk,Guest Inquiries,5
2024-12-31,Front Desk,Complaints,8
2024-12-31,Housekeeping,Room Cleaning,13
2024-12-31,Housekeeping,Linen Change,10
2024-12-31,Housekeeping,Supply Restock,13
2024-12-31,Housekeeping,Maintenance Report,0
2024-12-31,Food & Beverage,Room Service Orders,21
2024-12-31,Food & Beverage,Buffet Service,21
2024-12-31,Food & Beverage,Table Service,22
2024-12-31,Food & Beverage,Inventory Check,17
2024-12-31,Maintenance,Fix Requests,13
2024-12-31,Maintenance,Safety Checks,6
2024-12-31,Maintenance,Equipment Maintenance,15
2024-12-31,Management,Staff Meetings,14
2024-12-31,Management,Report Preparation,10
2024-12-31,Management,Customer Feedback Review,2
2025-01-01,Front Desk,Check-ins,10
2025-01-01,Front Desk,Check-outs,4
2025-01-01,Front Desk,Phone Calls,11
2025-01-01,Front Desk,Guest Inquiries,14
2025-01-01,Front Desk,Complaints,14
2025-01-01,Housekeeping,Room Cleaning,2
2025-01-01,Housekeeping,Linen Change,14
2025-01-01,Housekeeping,Supply Restock,3
2025-01-01,Housekeeping,Maintenance Report,2
2025-01-01,Food & Beverage,Room Service Orders,17
2025-01-01,Food & Beverage,Buffet Service,16
2025-01-01,Food & Beverage,Table Service,7
2025-01-01,Food & Beverage,Inventory Check,8
2025-01-01,Maintenance,Fix Requests,3
2025-01-01,Maintenance,Safety Checks,1
2025-01-01,Maintenance,Equipment Maintenance,14
2025-01-01,Management,Staff Meetings,11
2025-01-01,Management,Report Preparation,16
2025-01-01,Management,Customer Feedback Review,9
2025-01-02,Front Desk,Check-ins,15
2025-01-02,Front Desk,Check-outs,16
2025-01-02,Front Desk,Phone Calls,20
2025-01-02,Front Desk,Guest Inquiries,19
2025-01-02,Front Desk,Complaints,8
2025-01-02,Housekeeping,Room Cleaning,13
2025-01-02,Housekeeping,Linen Change,11
2025-01-02,Housekeeping,Supply Restock,16
2025-01-02,Housekeeping,Maintenance Report,18
2025-01-02,Food & Beverage,Room Service Orders,19
2025-01-02,Food & Beverage,Buffet Service,17
2025-01-02,Food & Beverage,Table Service,10
2025-01-02,Food & Beverage,Inventory Check,6
2025-01-02,Maintenance,Fix Requests,11
2025-01-02,Maintenance,Safety Checks,15
2025-01-02,Maintenance,Equipment Maintenance,7
2025-01-02,Management,Staff Meetings,14
2025-01-02,Management,Report Preparation,15
2025-01-02,Management,Customer Feedback Review,14
2025-01-03,Front Desk,Check-ins,14
2025-01-03,Front Desk,Check-outs,19
2025-01-03,Front Desk,Phone Calls,15
2025-01-03,Front Desk,Guest Inquiries,28
2025-01-03,Front Desk,Complaints,9
2025-01-03,Housekeeping,Room Cleaning,7
2025-01-03,Housekeeping,Linen Change,3
